2025-12-23 12:22:10 | DEBUG    | __main__:test_basic_logging:29 - 🔍 DEBUG: This should go to debug.log
2025-12-23 12:22:10 | INFO     | __main__:test_basic_logging:30 - ℹ️  INFO: This should go to debug.log
2025-12-23 12:22:10 | WARNING  | __main__:test_basic_logging:31 - ⚠️  WARNING: This should go to debug.log
2025-12-23 12:22:10 | DEBUG    | logging:callHandlers:1762 - Django DEBUG log via standard logging
2025-12-23 12:22:10 | INFO     | logging:callHandlers:1762 - Django INFO log via standard logging
2025-12-23 12:22:10 | WARNING  | logging:callHandlers:1762 - Django WARNING log via standard logging
2025-12-23 12:22:10 | INFO     | __main__:test_custom_context:73 - User action performed
2026-01-24 23:05:57.688 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:08:10.677 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:26:39.390 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:26:39.409 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:27:00.338 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:27:00.355 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:27:04.856 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:27:04.875 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [404]: Http404 - 
2026-01-24 23:33:47.323 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:34:01.356 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:34:07.839 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:35:19.715 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:38:05.485 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:38:22.356 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:41:04.765 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-24 23:49:29.014 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-25 22:00:09.614 | WARNING  | ecoLoop.exceptions:custom_exception_handler:57 - Client Error [401]: NotAuthenticated - Authentication credentials were not provided.
2026-01-26 21:18:38.198 | WARNING  | accounts.views:post:104 - Invalid login attempt for email: swastika.thapa009@gmail.com
2026-01-26 21:20:25.823 | WARNING  | accounts.views:post:104 - Invalid login attempt for email: swastika.thapa009@gmail.com
2026-01-26 21:22:35.933 | WARNING  | accounts.views:post:104 - Invalid login attempt for email: swastika.thapa009@gmail.com
2026-01-26 21:22:39.405 | WARNING  | accounts.views:post:104 - Invalid login attempt for email: swastika.thapa009@gmail.com
2026-01-26 21:30:56.103 | WARNING  | accounts.views:post:104 - Invalid login attempt for email: swastika.thapa009@gmail.com
